# Results file for TESS LC simulation shuffled noisy data in Batch1
#     Column 1: ID
#     Column 2: TESS magnitude
#     Column 3: Cadence (sec)
#     Column 4: Observing duration (days)
#     Column 5: Elicptic latitude (deg)
#     Column 6: Ecliptic longitude (deg)
#     Column 7: Teff (K)
#     Column 8: Teff error (K)
#     Column 9: logg (cgs)
#     Column 10: logg error (cgs)
#     Column 11: Type (may include subtype separated by ;)
#     
Star43, 5.80, 1800, 27.40, 6.10, 16.43, 7121, 200, -999.00, -999.00,  RR Lyrae; ab type
Star44, 7.90, 1800, 27.40, 11.72, 273.74, 5261, 300, -999.00, -999.00,  Trans/Eclipse
Star45, 7.40, 1800, 356.19, 80.68, 141.37, 6202, 200, -999.00, -999.00,  RR Lyrae; c type
Star46, 11.50, 120, 27.40, 21.34, 65.15, 13690, 70, 4.23, 0.12,  SPB
Star47, 8.10, 1800, 54.79, 63.77, 176.80, 5856, 200, 4.27, 0.10,  Solar-like;Flare
Star48, 14.60, 1800, 27.38, 37.98, 243.21, 6056, 300, -999.00, -999.00,  Trans/Eclipse
Star49, 17.00, 1800, 27.38, 54.77, 44.98, 2565, 250, -999.00, -999.00,  LPV;SR
Star50, 8.80, 1800, 27.38, 26.73, 43.30, 5109, 200, 2.87, 0.10,  Solar-like
Star51, 1.90, 1800, 27.40, 19.61, 143.18, 4690, 200, -999.00, -999.00,  Trans/Eclipse
Star52, 4.30, 1800, 27.40, 35.86, 0.00, 5373, 200, -999.00, -999.00,  Trans/Eclipse
Star53, 10.80, 20, 27.40, 23.18, 262.36, 4969, 200, -999.00, -999.00,  Trans/Eclipse
Star54, 9.30, 1800, 27.40, 11.40, 157.70, 5656, 200, -999.00, -999.00,  Trans/Eclipse
Star55, 11.70, 1800, 27.38, 26.56, 321.77, 7766, 200, 4.33, 0.10,  Solar-like
Star56, 13.80, 1800, 27.38, 46.79, 111.12, 8000, 200, -999.00, -999.00,  Trans/Eclipse
Star57, 15.30, 1800, 27.38, 6.26, 54.04, 5433, 200, 3.92, 0.10,  Solar-like
Star58, 13.00, 120, 54.80, 69.53, 334.10, 28840, 100, 3.81, 0.10,  SPB
Star59, 15.00, 120, 27.40, 6.39, 341.02, 5678, 200, 4.44, 0.10,  Solar-like;Trans/Eclipse;Flare
Star60, 14.60, 120, 27.40, 21.87, 216.20, 14050, 80, 4.20, 0.12,  SPB
Star61, 16.60, 1800, 27.40, 30.10, 297.27, 6970, 300, -999.00, -999.00,  Trans/Eclipse
Star62, 13.70, 120, 137.00, 74.39, 224.78, 13690, 70, 4.23, 0.12,  SPB
Star63, 3.90, 1800, 54.79, 37.41, 297.27, 7498, 100, -999.00, -999.00,  dSct
Star64, 6.50, 120, 27.40, 48.42, 135.12, 18440, 180, 3.91, 0.17,  SPB
Star65, 8.80, 1800, 27.40, 27.11, 272.28, 7227, 100, -999.00, -999.00,  dSct
Star66, 8.60, 120, 27.40, 33.48, 174.07, 16210, 150, 4.15, 0.14,  SPB
Star67, 2.40, 1800, 54.79, 61.58, 243.23, 7241, 200, 4.35, 0.10,  Solar-like
Star68, 12.00, 120, 27.40, 43.15, 349.96, 11990, 60, 4.27, 0.09,  SPB
Star69, 10.00, 1800, 54.79, 67.19, 297.27, 5599, 200, 3.68, 0.10,  Solar-like
Star70, 9.50, 1800, 27.40, 29.52, 158.98, 5009, 200, 2.91, 0.10,  Solar-like
Star71, 5.80, 120, 27.40, 13.67, 231.01, 13963, 100, 4.11, 0.10,  SPB
Star72, 12.70, 1800, 27.38, 18.00, 71.21, 7287, 258, 4.09, 0.40,  dSct+gDor hybrid
Star73, 7.40, 20, 27.40, 21.42, 27.02, 5212, 200, -999.00, -999.00,  Trans/Eclipse
Star74, 5.60, 1800, 164.37, 75.82, 244.01, 6166, 200, -999.00, -999.00,  RR Lyrae; ab type
Star75, 3.90, 1800, 82.19, 72.39, 125.54, 7498, 100, -999.00, -999.00,  gDor
Star76, 9.10, 120, 27.40, 50.74, 222.01, 17579, 100, 3.79, 0.10,  bCep
Star77, 6.60, 20, 27.40, 11.38, 270.25, 6747, 200, -999.00, -999.00,  Trans/Eclipse
Star78, 14.80, 1800, 27.38, 22.80, 216.21, 6427, 200, -999.00, -999.00,  RR Lyrae; c type
Star79, 1.60, 1800, 27.37, 10.00, 243.56, 7694, 269, 4.13, 0.40,  dSct+gDor hybrid
Star80, 16.20, 120, 27.40, 46.40, 336.42, 26242, 100, 3.66, 0.10,  bCep
Star81, 9.80, 1800, 27.38, 11.37, 309.45, 6025, 120, 4.27, 0.15,  dSct+gDor hybrid
Star82, 11.20, 1800, 27.38, 29.34, 324.29, 7373, 258, 4.14, 0.40,  dSct+gDor hybrid
Star83, 6.50, 120, 27.40, 31.19, 38.55, 13963, 100, 4.11, 0.10,  SPB
Star84, 10.80, 1800, 27.38, 16.20, 98.74, 7149, 222, 3.55, 0.40,  dSct+gDor hybrid
Star85, 6.40, 120, 27.40, 7.03, 27.35, 12161, 100, 4.28, 0.10,  SPB
Star86, 6.70, 120, 27.40, 16.19, 129.28, 14050, 80, 4.20, 0.12,  SPB
Star87, 12.40, 1800, 54.77, 50.01, 112.00, 5661, 300, -999.00, -999.00,  Trans/Eclipse
Star88, 11.50, 1800, 27.40, 14.60, 286.26, 2529, 250, -999.00, -999.00,  LPV;MIRA
Star89, 14.20, 1800, 27.38, 7.04, 131.07, 8290, 290, 4.05, 0.40,  dSct+gDor hybrid
Star90, 13.10, 1800, 27.37, 21.07, 270.23, 5252, 200, -999.00, -999.00,  Trans/Eclipse
Star91, 14.10, 120, 27.40, 10.50, 333.84, 18440, 180, 3.91, 0.17,  SPB
Star92, 6.60, 1800, 27.37, 28.41, 261.65, 6841, 200, -999.00, -999.00,  RR Lyrae; ab type
Star93, 14.70, 1800, 27.38, 52.21, 31.01, 7697, 269, 3.88, 0.40,  dSct+gDor hybrid
Star94, 15.80, 1800, 356.19, 81.88, 351.31, 5818, 200, -999.00, -999.00,  Trans/Eclipse
Star95, 12.30, 1800, 54.79, 60.36, 269.18, 5522, 300, -999.00, -999.00,  Trans/Eclipse
Star96, 9.30, 1800, 27.38, 11.82, 324.31, 5893, 300, -999.00, -999.00,  Trans/Eclipse
Star97, 6.30, 1800, 82.19, 72.77, 5.98, 4835, 300, -999.00, -999.00,  Trans/Eclipse
Star98, 8.20, 1800, 54.79, 64.10, 188.94, 7301, 234, 4.03, 0.40,  dSct+gDor hybrid
Star99, 15.40, 1800, 27.37, 57.04, 243.23, 7038, 200, -999.00, -999.00,  RR Lyrae; ab type
Star100, 14.30, 1800, 27.38, 10.96, 108.08, 5140, 300, -999.00, -999.00,  Trans/Eclipse
Star101, 10.50, 1800, 27.38, 9.59, 99.59, 6086, 200, 4.33, 0.10,  Solar-like;Flare
Star102, 7.60, 120, 27.40, 7.77, 343.72, 14554, 100, 4.00, 0.10,  SPB
Star103, 8.60, 1800, 82.19, 73.18, 164.99, 5380, 300, -999.00, -999.00,  Trans/Eclipse
Star104, 2.60, 120, 27.40, 22.36, 253.12, 6584, 200, 4.29, 0.10,  Solar-like
Star105, 15.70, 1800, 27.38, 37.16, 58.48, 7231, 253, 3.98, 0.40,  dSct
Star106, 14.10, 1800, 54.79, 58.61, 269.44, 7498, 100, -999.00, -999.00,  gDor
Star107, 16.50, 1800, 27.38, 9.14, 199.32, 2917, 250, -999.00, -999.00,  LPV;MIRA
Star108, 11.30, 1800, 27.38, 35.67, 323.11, 6791, 300, -999.00, -999.00,  Trans/Eclipse
Star109, 10.00, 1800, 27.37, 36.93, 256.45, 5800, 200, -999.00, -999.00,  Trans/Eclipse
Star110, 9.20, 1800, 356.19, 84.80, 351.31, 7240, 265, 4.19, 0.40,  dSct+gDor hybrid
Star111, 12.60, 120, 27.40, 14.12, 276.52, 13860, 70, 4.26, 0.12,  SPB
Star112, 5.40, 20, 27.40, 21.48, 81.07, 5800, 200, -999.00, -999.00,  Trans/Eclipse
Star113, 8.70, 1800, 27.38, 17.18, 324.31, 7498, 100, -999.00, -999.00,  dSct
Star114, 4.80, 1800, 27.37, 18.99, 261.59, 2819, 250, -999.00, -999.00,  LPV;MIRA
Star115, 11.20, 1800, 27.38, 44.37, 178.49, 5665, 300, -999.00, -999.00,  Trans/Eclipse
Star116, 5.90, 20, 27.40, 7.58, 189.17, 5212, 200, -999.00, -999.00,  Trans/Eclipse
Star117, 3.60, 1800, 356.19, 80.26, 246.46, 7555, 200, 4.23, 0.10,  Trans/Eclipse
Star118, 16.50, 1800, 27.40, 51.06, 280.50, 6457, 200, -999.00, -999.00,  RR Lyrae; ab type
Star119, 7.80, 1800, 27.38, 31.12, 54.06, 3482, 250, -999.00, -999.00,  LPV;MIRA
Star120, 8.20, 1800, 27.38, 22.99, 329.95, 5522, 200, 3.58, 0.10,  Solar-like
Star121, 7.80, 1800, 27.38, 29.92, 98.35, 7288, 288, 3.94, 0.40,  dSct+gDor hybrid
Star122, 13.30, 1800, 27.38, 8.51, 305.72, 3444, 250, -999.00, -999.00,  LPV;SR
Star123, 8.30, 1800, 27.40, 31.84, 271.96, 7533, 263, 3.52, 0.40,  dSct+gDor hybrid
Star124, 14.40, 1800, 27.38, 42.54, 81.08, 5090, 200, 3.45, 0.10,  Solar-like
Star125, 8.50, 1800, 27.38, 19.39, 322.95, 7142, 300, -999.00, -999.00,  Trans/Eclipse
Star126, 16.60, 120, 27.40, 6.05, 304.39, 16160, 130, 3.91, 0.16,  SPB
Star127, 6.40, 120, 27.40, 47.18, 314.73, 13960, 80, 4.09, 0.13,  SPB
Star128, 13.80, 1800, 27.40, 34.59, 13.83, 5696, 200, -999.00, -999.00,  Trans/Eclipse
Star129, 16.70, 120, 27.40, 21.39, 268.99, 16368, 100, 4.22, 0.10,  SPB
Star130, 11.80, 1800, 27.38, 7.05, 135.10, 6127, 300, -999.00, -999.00,  Trans/Eclipse
Star131, 2.10, 1800, 27.40, 33.44, 146.93, 26242, 100, 3.66, 0.10,  bCep
Star132, 13.40, 120, 54.80, 61.65, 144.81, 34040, 100, 4.10, 0.10,  bCep
Star133, 16.70, 1800, 27.37, 44.55, 243.23, 7498, 100, -999.00, -999.00,  dSct
Star134, 9.90, 1800, 54.79, 60.12, 260.25, 4354, 300, -999.00, -999.00,  Trans/Eclipse
Star135, 5.00, 1800, 54.77, 46.21, 243.21, 7750, 155, 3.60, 0.15,  dSct+gDor hybrid
Star136, 7.40, 1800, 27.38, 8.35, 135.10, 5358, 300, -999.00, -999.00,  Trans/Eclipse
Star137, 5.80, 120, 27.40, 25.72, 108.10, 13930, 80, 4.35, 0.12,  SPB
Star138, 1.30, 1800, 27.40, 47.89, 18.79, 6303, 200, -999.00, -999.00,  Trans/Eclipse
Star139, 16.70, 120, 27.40, 19.36, 243.22, 14321, 100, 4.23, 0.10,  SPB
Star140, 7.50, 120, 54.80, 50.90, 162.15, 13860, 70, 4.26, 0.12,  SPB
Star141, 12.40, 1800, 27.38, 6.01, 81.06, 5428, 300, -999.00, -999.00,  Trans/Eclipse
Star142, 14.30, 1800, 27.38, 55.87, 65.30, 6952, 201, 4.07, 0.40,  dSct+gDor hybrid
Star143, 14.10, 1800, 27.38, 26.64, 129.08, 6627, 200, -999.00, -999.00,  RR Lyrae; ab type
Star144, 13.80, 20, 54.80, 63.64, 124.69, 8000, 200, -999.00, -999.00,  Trans/Eclipse
Star145, 15.10, 120, 27.40, 7.94, 285.51, 26242, 100, 3.66, 0.10,  bCep
Star146, 16.20, 1800, 27.38, 11.46, 99.95, 5048, 200, 3.37, 0.10,  Solar-like
Star147, 15.20, 1800, 27.37, 22.77, 270.23, 4768, 300, -999.00, -999.00,  Trans/Eclipse
Star148, 9.10, 1800, 27.40, 21.61, 144.77, 5048, 300, -999.00, -999.00,  Trans/Eclipse
Star149, 4.10, 1800, 27.38, 9.15, 162.16, 6141, 200, -999.00, -999.00,  Trans/Eclipse
Star150, 16.90, 120, 27.40, 26.62, 97.77, 16210, 150, 4.15, 0.14,  SPB
Star151, 8.10, 1800, 27.38, 26.13, 324.31, 6141, 200, -999.00, -999.00,  Trans/Eclipse
Star152, 7.80, 1800, 27.38, 21.88, 322.54, 5763, 200, -999.00, -999.00,  Trans/Eclipse
Star153, 9.80, 1800, 82.17, 67.88, 270.23, 28840, 100, 3.81, 0.10,  SPB
Star154, 11.90, 1800, 27.38, 8.70, 243.21, 7843, 274, 3.54, 0.40,  dSct
Star155, 12.10, 1800, 27.38, 55.92, 117.64, 8000, 200, -999.00, -999.00,  Trans/Eclipse
Star156, 16.80, 20, 82.20, 68.04, 81.07, 5818, 200, -999.00, -999.00,  Trans/Eclipse
Star157, 16.60, 120, 27.40, 6.48, 6.90, 26242, 100, 3.66, 0.10,  bCep
Star158, 14.00, 1800, 54.79, 58.76, 54.04, 8068, 282, 3.76, 0.40,  dSct
Star159, 3.50, 120, 27.40, 21.80, 293.40, 6569, 200, 4.19, 0.10,  Solar-like
Star160, 6.00, 120, 27.40, 10.50, 101.28, 18440, 180, 3.91, 0.17,  SPB
Star161, 9.90, 1800, 54.77, 35.55, 205.72, 5745, 300, -999.00, -999.00,  Trans/Eclipse
Star162, 5.90, 1800, 27.38, 31.95, 108.10, 5779, 200, 3.59, 0.10,  Solar-like
Star163, 8.00, 1800, 27.38, 51.49, 216.18, 6299, 200, 4.50, 0.10,  Solar-like;Flare
Star164, 8.60, 1800, 54.77, 62.86, 70.47, 13930, 80, 4.35, 0.12,  SPB
Star165, 7.00, 1800, 27.38, 31.21, 166.01, 4767, 200, -999.00, -999.00,  Trans/Eclipse
Star166, 3.30, 1800, 27.38, 7.21, 76.50, 22438, 100, 4.25, 0.10,  hybrid
Star167, 6.80, 1800, 27.38, 20.39, 337.41, 16210, 150, 4.15, 0.14,  SPB
Star168, 8.20, 120, 54.80, 45.03, 299.16, 11990, 60, 4.27, 0.09,  SPB
Star169, 10.50, 120, 27.40, 53.16, 28.32, 14050, 80, 4.20, 0.12,  SPB
Star170, 10.00, 120, 54.80, 64.37, 189.17, 16368, 100, 4.22, 0.10,  SPB
Star171, 12.40, 20, 27.40, 7.83, 162.15, 6909, 200, -999.00, -999.00,  Trans/Eclipse
Star172, 13.70, 1800, 27.38, 59.25, 208.34, 7227, 100, -999.00, -999.00,  dSct
Star173, 13.20, 20, 27.40, 37.63, 125.30, 5672, 200, -999.00, -999.00,  Trans/Eclipse
Star174, 14.20, 1800, 27.38, 26.18, 67.97, 5698, 200, 3.54, 0.10,  Solar-like
Star175, 12.80, 120, 27.40, 9.68, 205.51, 13121, 100, 4.14, 0.10,  SPB
Star176, 6.20, 120, 54.80, 50.98, 321.79, 15210, 110, 4.14, 0.14,  SPB
Star177, 12.20, 1800, 27.38, 13.61, 189.18, 7346, 257, 3.65, 0.40,  dSct+gDor hybrid
Star178, 4.90, 1800, 54.77, 60.68, 64.77, 5254, 200, -999.00, -999.00,  Trans/Eclipse
Star179, 11.00, 120, 27.40, 33.68, 27.02, 13860, 70, 4.26, 0.12,  SPB
Star180, 15.10, 1800, 27.38, 48.44, 214.60, 6322, 200, 3.85, 0.10,  Solar-like
Star181, 16.90, 1800, 27.38, 19.65, 36.90, 7529, 263, 3.98, 0.40,  dSct+gDor hybrid
Star182, 1.00, 1800, 54.77, 62.35, 216.18, 5765, 200, 4.44, 0.10,  Solar-like;Trans/Eclipse;Flare
Star183, 7.80, 1800, 27.38, 54.98, 67.97, 7161, 100, -999.00, -999.00,  dSct
Star184, 11.30, 1800, 27.38, 9.94, 318.58, 7880, 275, 3.80, 0.40,  dSct+gDor hybrid
Star185, 9.40, 1800, 27.37, 23.74, 270.23, 5582, 300, -999.00, -999.00,  Trans/Eclipse
Star186, 7.10, 120, 54.80, 50.07, 150.13, 13690, 70, 4.23, 0.12,  SPB
Star187, 10.20, 1800, 27.38, 18.72, 27.04, 7498, 100, -999.00, -999.00,  dSct+gDor hybrid
Star188, 5.40, 1800, 27.38, 19.81, 216.18, 5855, 300, -999.00, -999.00,  Trans/Eclipse
Star189, 14.30, 1800, 27.40, 13.62, 295.39, 5800, 200, -999.00, -999.00,  Trans/Eclipse
Star190, 17.00, 1800, 27.37, 44.93, 261.40, 7498, 100, -999.00, -999.00,  dSct
Star191, 10.80, 120, 27.40, 34.26, 142.42, 13380, 60, 4.14, 0.12,  SPB
Star192, 15.30, 20, 27.40, 18.10, 220.26, 7717, 200, -999.00, -999.00,  Trans/Eclipse
Star193, 7.80, 1800, 27.38, 35.19, 52.91, 5665, 300, -999.00, -999.00,  Trans/Eclipse
Star194, 9.20, 120, 27.40, 28.97, 142.60, 14321, 100, 4.23, 0.10,  SPB
Star195, 15.20, 1800, 54.79, 62.24, 34.89, 5171, 200, -999.00, -999.00,  Trans/Eclipse
Star196, 2.90, 1800, 27.38, 12.84, 54.04, 4354, 300, -999.00, -999.00,  Trans/Eclipse
Star197, 10.00, 120, 54.80, 66.87, 92.62, 16634, 100, 4.15, 0.10,  SPB
Star198, 12.10, 120, 27.40, 20.30, 87.07, 11990, 60, 4.27, 0.09,  SPB
Star199, 11.00, 1800, 27.38, 16.34, 243.21, 5454, 200, -999.00, -999.00,  Trans/Eclipse
Star200, 13.70, 1800, 27.37, 10.86, 270.23, 5057, 200, 3.63, 0.10,  Solar-like
Star201, 9.70, 120, 54.80, 37.74, 80.71, 13380, 60, 4.14, 0.12,  SPB
Star202, 15.10, 1800, 27.38, 19.01, 187.85, 4835, 300, -999.00, -999.00,  Trans/Eclipse
Star203, 8.30, 1800, 54.79, 55.41, 54.04, 16420, 140, 4.00, 0.15,  SPB
Star204, 7.90, 120, 27.40, 37.57, 216.20, 14680, 90, 4.16, 0.13,  SPB
Star205, 3.80, 1800, 27.38, 29.14, 203.37, 4969, 200, -999.00, -999.00,  Trans/Eclipse
Star206, 5.70, 1800, 27.38, 7.98, 204.11, 7240, 144, 3.97, 0.15,  dSct+gDor hybrid
Star207, 15.70, 120, 54.80, 38.30, 74.17, 33113, 100, 3.93, 0.10,  bCep
Star208, 10.80, 1800, 27.38, 44.79, 176.17, 7222, 267, 3.91, 0.40,  dSct+gDor hybrid
Star209, 15.50, 1800, 27.38, 52.74, 319.96, 7294, 100, -999.00, -999.00,  dSct+gDor hybrid
Star210, 12.60, 1800, 27.38, 25.98, 168.67, 4354, 300, -999.00, -999.00,  Trans/Eclipse
Star211, 13.20, 1800, 27.38, 20.77, 310.62, 6673, 180, 4.19, 0.40,  gDor
Star212, 7.20, 120, 27.40, 8.51, 243.22, 7335, 200, 3.86, 0.10,  Solar-like
Star213, 13.40, 120, 27.40, 14.58, 270.25, 15066, 100, 3.97, 0.10,  SPB
Star214, 15.10, 120, 27.40, 50.62, 102.57, 10471, 100, 4.22, 0.10,  SPB
Star215, 8.40, 1800, 27.37, 21.95, 243.23, 4944, 300, -999.00, -999.00,  Trans/Eclipse
Star216, 6.40, 1800, 82.19, 66.99, 278.69, 6056, 300, -999.00, -999.00,  Trans/Eclipse
Star217, 3.10, 1800, 27.38, 39.49, 133.41, 2960, 250, -999.00, -999.00,  LPV;SR
Star218, 7.30, 1800, 82.17, 71.41, 77.02, 6612, 200, -999.00, -999.00,  RR Lyrae; ab type
Star219, 14.10, 1800, 27.38, 24.49, 128.90, 5188, 300, -999.00, -999.00,  Trans/Eclipse
Star220, 1.90, 1800, 27.38, 20.41, 335.29, 6615, 200, -999.00, -999.00,  RR Lyrae; ab type
Star221, 8.00, 1800, 27.38, 23.69, 35.04, 4836, 200, -999.00, -999.00,  Trans/Eclipse
Star222, 16.00, 1800, 27.38, 47.83, 54.06, 7693, 269, 3.51, 0.40,  dSct
Star223, 11.80, 1800, 27.40, 11.11, 270.25, 7213, 220, 4.32, 0.10,  dSct;Trans/Eclipse
Star224, 11.10, 1800, 82.19, 73.16, 270.25, 5670, 200, 3.88, 0.10,  Solar-like
Star225, 4.40, 1800, 27.38, 25.26, 71.50, 5858, 200, -999.00, -999.00,  Trans/Eclipse
Star226, 5.90, 1800, 27.40, 12.96, 18.89, 16420, 140, 4.00, 0.15,  SPB
Star227, 9.00, 1800, 54.77, 54.08, 64.96, 6319, 300, -999.00, -999.00,  Trans/Eclipse
Star228, 12.30, 1800, 54.77, 66.81, 232.22, 5545, 300, -999.00, -999.00,  Trans/Eclipse
Star229, 4.20, 1800, 27.38, 18.01, 27.04, 5860, 300, -999.00, -999.00,  Trans/Eclipse
Star230, 9.20, 1800, 27.38, 14.24, 168.38, 5536, 300, -999.00, -999.00,  Trans/Eclipse
Star231, 7.40, 1800, 27.38, 26.03, 32.74, 3051, 250, -999.00, -999.00,  LPV;MIRA
Star232, 15.40, 120, 27.40, 19.67, 54.18, 14554, 100, 4.00, 0.10,  SPB
Star233, 1.70, 1800, 27.37, 24.84, 243.23, 5252, 200, -999.00, -999.00,  Trans/Eclipse
Star234, 8.30, 1800, 27.38, 48.81, 27.04, 5985, 200, -999.00, -999.00,  RR Lyrae; ab type
Star235, 1.40, 1800, 54.79, 39.90, 189.16, 5333, 200, -999.00, -999.00,  Trans/Eclipse
Star236, 15.60, 1800, 27.40, 45.51, 27.02, 7269, 300, -999.00, -999.00,  Trans/Eclipse
Star237, 8.80, 1800, 27.38, 11.98, 216.21, 7498, 100, -999.00, -999.00,  dSct
Star238, 7.10, 1800, 109.58, 72.49, 243.21, 6828, 200, -999.00, -999.00,  Trans/Eclipse
Star239, 8.30, 1800, 27.38, 9.39, 78.52, 5672, 200, -999.00, -999.00,  Trans/Eclipse
Star240, 2.00, 1800, 27.38, 20.65, 91.68, 7879, 275, 3.77, 0.40,  dSct
Star241, 13.10, 1800, 27.38, 8.62, 233.39, 8096, 283, 3.66, 0.40,  dSct+gDor hybrid
Star242, 16.50, 120, 27.40, 28.70, 23.38, 16210, 150, 4.15, 0.14,  SPB
Star243, 5.90, 1800, 82.17, 69.98, 234.42, 5735, 300, -999.00, -999.00,  Trans/Eclipse
Star244, 13.10, 1800, 27.38, 24.26, 211.33, 6056, 300, -999.00, -999.00,  Trans/Eclipse
Star245, 16.70, 1800, 27.38, 27.80, 349.96, 7124, 244, 4.13, 0.40,  dSct+gDor hybrid
Star246, 9.90, 1800, 27.38, 9.24, 307.40, 6403, 200, -999.00, -999.00,  RR Lyrae; c type
Star247, 14.40, 1800, 54.77, 58.46, 44.47, 7516, 100, -999.00, -999.00,  dSct
Star248, 8.50, 1800, 27.38, 42.31, 324.31, 4767, 200, -999.00, -999.00,  Trans/Eclipse
Star249, 15.10, 1800, 27.38, 22.36, 210.56, 6076, 200, 3.98, 0.10,  Solar-like;Flare
Star250, 6.30, 120, 27.40, 39.26, 348.61, 14680, 90, 4.16, 0.13,  SPB
Star251, 8.60, 120, 219.20, 77.05, 103.94, 13960, 80, 4.09, 0.13,  SPB
Star252, 5.70, 1800, 27.40, 51.92, 22.83, 6319, 300, -999.00, -999.00,  Trans/Eclipse
